;name;salary;company;link
801;Директор по работе с клиентами (digital реклама и маркетинг);200000–300000руб.;FIRST DATA LLC;https://hh.ru/vacancy/49784031?query=data%20analyst
802;Data Engineer;-;Сбер. IT;https://hh.ru/vacancy/51779652?query=data%20analyst
803;"Ревьюер на курс по ""Data Engineering""";-;Яндекс.Практикум;https://hh.ru/vacancy/51645841?query=data%20analyst
804;Руководитель отдела углубленной аналитики (Data Science);-;MERLION;https://hh.ru/vacancy/51857287?query=data%20analyst
805;Chief Data Scientist Цифровой кредитный мониторинг;-;Сбер. Data Science;https://hh.ru/vacancy/51686727?query=data%20analyst
806;Аналитик Data Governance (задачи Блока Рисков);-;UniCredit Bank;https://hh.ru/vacancy/49853182?query=data%20analyst
807;Аналитик данных/Data scientist;-;Мэйджор;https://hh.ru/vacancy/51358847?query=data%20analyst
808;Data engineer;-;ПАО МегаФон, IT;https://hh.ru/vacancy/51691993?query=data%20analyst
809;Старший аналитик;-;Ozon Офис и Коммерция;https://hh.ru/vacancy/50730273?query=data%20analyst
810;Senior Data Scientist (Центр розничного моделирования);-;Сбер. Data Science;https://hh.ru/vacancy/52074419?query=data%20analyst
811;Revenue growth management analyst;-;Whoosh (ООО Вуш);https://hh.ru/vacancy/49627005?query=data%20analyst
812;Аналитик данных (финансовый аналитик);-;Нетология;https://hh.ru/vacancy/51412243?query=data%20analyst
813;Руководитель по продажам вертикали FMCG (digital);150000–1000000руб.;FIRST DATA LLC;https://hh.ru/vacancy/51705021?query=data%20analyst
814;Руководитель продаж интегрированных маркетинг коммуникаций;150000–500000руб.;FIRST DATA LLC;https://hh.ru/vacancy/51717735?query=data%20analyst
815;Продуктовый аналитик, Поиск;-;Ozon Информационные технологии;https://hh.ru/vacancy/51804201?query=data%20analyst
816;Senior Data Scientist (NLP);-;ООО Актион Технологии;https://hh.ru/vacancy/43658985?query=data%20analyst
817;ESG-аналитик;-;Сбер для экспертов;https://hh.ru/vacancy/51320594?query=data%20analyst
818;Data Engineer;-;Неофлекс;https://hh.ru/vacancy/51192724?query=data%20analyst
819;DWH-аналитик в команду группового хранилища данных;-;Райффайзен Банк;https://hh.ru/vacancy/51363280?query=data%20analyst
820;Senior Data Engineer;-;Flocktory;https://hh.ru/vacancy/50602168?query=data%20analyst
821;Data Scientist в СберМаркет [команда поиска];-;СберМаркет;https://hh.ru/vacancy/50883994?query=data%20analyst
822;Математик/ Data-scientist;-;АО РТСофт;https://hh.ru/vacancy/51735805?query=data%20analyst
823;Продуктовый аналитик (команда Мессенджера);-;VK;https://hh.ru/vacancy/51491093?query=data%20analyst
824;Lead Data Scientist;-;Hunt For You;https://hh.ru/vacancy/51422503?query=data%20analyst
825;Data-инженер (DWH) / Разработчик SQL + Python;-;Делимобиль;https://hh.ru/vacancy/49781234?query=data%20analyst
826;Data Engineer;-;ООО ИЦ АЙ-ТЕКО;https://hh.ru/vacancy/49014369?query=data%20analyst
827;Data Engineer в команду BI;-;Selectel;https://hh.ru/vacancy/48378069?query=data%20analyst
828;Data engineer;-;Ozon Fintech;https://hh.ru/vacancy/51360507?query=data%20analyst
829;Ведущий аналитик;-;АО РТ Лабс;https://hh.ru/vacancy/51780010?query=data%20analyst
830;Аналитик;-;ID Finance;https://hh.ru/vacancy/51203912?query=data%20analyst
831;Senior Data Engineer;-;Циан;https://hh.ru/vacancy/51617657?query=data%20analyst
832;Руководитель проектов и продуктов Data Science;-;Сбер. IT;https://hh.ru/vacancy/50275809?query=data%20analyst
833;DWH Developer / Инженер данных;-;Альфа Капитал;https://hh.ru/vacancy/51272598?query=data%20analyst
834;Дата Аналитик/Системный Аналитик;-;Сбер. IT;https://hh.ru/vacancy/51281560?query=data%20analyst
835;Senior Business/System Analyst;-;Мокка;https://hh.ru/vacancy/50370396?query=data%20analyst
836;Data Engineer (DataUnicorn.Al team);-;Компания БКС;https://hh.ru/vacancy/48836967?query=data%20analyst
837;Data Manager (Intelligent Document Processing);-;Сбер для экспертов;https://hh.ru/vacancy/51287002?query=data%20analyst
838;Data Engineer (remote);-;СберЗдоровье;https://hh.ru/vacancy/50401343?query=data%20analyst
839;Senior Data Scientist;-;Иннотех, Группа компаний;https://hh.ru/vacancy/51103479?query=data%20analyst
840;Cтарший разработчик- аналитик BI;-;Otto Group Russia - ООО ДИРЕКТ КАТАЛОГ СЕРВИС;https://hh.ru/vacancy/50303114?query=data%20analyst
841;Senior Data Engineer;-;СберМегаМаркет;https://hh.ru/vacancy/51659219?query=data%20analyst
842;Data Engineer (GreenPlum+Hadoop);-;Сбер для экспертов;https://hh.ru/vacancy/51653133?query=data%20analyst
843;Ведущий BI аналитик;-;BELUGA GROUP. Алкогольное направление. Офис;https://hh.ru/vacancy/51222304?query=data%20analyst
844;Senior Data Scientist Стрим «Модели партнерств и платформы больших данных» (Big Data);-;Банк ВТБ (ПАО);https://hh.ru/vacancy/49766992?query=data%20analyst
845;Senior Data Engineer;-;АО Гринатом;https://hh.ru/vacancy/51624400?query=data%20analyst
846;Senior / Investment Analyst;-;PROTALENT Lab;https://hh.ru/vacancy/50974089?query=data%20analyst
847;Data Science developer | R programming language | qqNade;от180000руб.;Hirett LTD;https://hh.ru/vacancy/51204040?query=data%20analyst
848;Data scientist (Juniour-Middle);-;Газпромбанк;https://hh.ru/vacancy/51439144?query=data%20analyst
849;"Продуктовый аналитик (Data-аналитик) стрима ""Аналитика и Отчетность""";-;Банк ВТБ (ПАО);https://hh.ru/vacancy/50719772?query=data%20analyst
850;Продуктовый аналитик (Delivery Club);-;VK, Delivery Club;https://hh.ru/vacancy/51058996?query=data%20analyst
851;Ведущий разработчик группы интеграции и DWH (Data Engineer, ETL, DWH, T-SQL, SSIS);-;АО Р-Фарм;https://hh.ru/vacancy/46020714?query=data%20analyst
852;Data Engineer (Инженер по данным);-;АО Гринатом;https://hh.ru/vacancy/51623342?query=data%20analyst
853;Senior Data Scientist;-;ООО JSA Group;https://hh.ru/vacancy/51361306?query=data%20analyst
854;Senior Data Engineer в BI Team;-;ООО ЭдСервер;https://hh.ru/vacancy/43269753?query=data%20analyst
855;Financial Analyst;-;Bristol-Myers Squibb;https://hh.ru/vacancy/51117756?query=data%20analyst
856;Ведущий аналитик CRM;-;ПАО «МТС»;https://hh.ru/vacancy/48046134?query=data%20analyst
857;Data scientist (computer vision);от200000руб.;АО Гознак;https://hh.ru/vacancy/50571106?query=data%20analyst
858;Lead Data Scientist (NLP);-;Сбер. Data Science;https://hh.ru/vacancy/51703912?query=data%20analyst
859;Маркетинговый аналитик;-;СИТИЛИНК;https://hh.ru/vacancy/50987760?query=data%20analyst
860;Системный аналитик в отдел Data Engineering;-;СберМаркет;https://hh.ru/vacancy/50865592?query=data%20analyst
861;Аналитик хранилищ данных (Команда геоплатформа);-;Иннотех, Группа компаний;https://hh.ru/vacancy/51058374?query=data%20analyst
862;Data Engineer NiFi;-;ООО ОТР;https://hh.ru/vacancy/51004141?query=data%20analyst
863;Senior Data Engineer;-;VK, Социальные сети, Одноклассники;https://hh.ru/vacancy/50439475?query=data%20analyst
864;Аналитик big data национального отдела по работе с ключевыми клиентами;-;Syngenta;https://hh.ru/vacancy/51426783?query=data%20analyst
865;Data scientist (залоговые процессы);-;Сбер для экспертов;https://hh.ru/vacancy/51341213?query=data%20analyst
866;Data Engineer;-;VK, Решения для бизнеса;https://hh.ru/vacancy/51285757?query=data%20analyst
867;Продуктовый аналитик (команда ленты и рекомендаций);-;VK;https://hh.ru/vacancy/50239452?query=data%20analyst
868;SR Business analyst (Pharmaceuticals);-;Kelly Services;https://hh.ru/vacancy/50968828?query=data%20analyst
869;Наставник на курсы по Data Science и Дата аналитике;-;Яндекс.Практикум;https://hh.ru/vacancy/50813232?query=data%20analyst
870;Ведущий аналитик;-;Mediascope;https://hh.ru/vacancy/50868135?query=data%20analyst
871;Data Engineer;-;UniCredit Bank;https://hh.ru/vacancy/46949347?query=data%20analyst
872;ETL разработчик/Data Engineer;-;Т1 Консалтинг;https://hh.ru/vacancy/47819475?query=data%20analyst
873;Аналитик данных (Data Scientist);-;Норникель;https://hh.ru/vacancy/50817568?query=data%20analyst
874;Senior data scientist;-;Сбер для экспертов;https://hh.ru/vacancy/50875599?query=data%20analyst
875;Аналитик данных / Data Analyst;до220000руб.;Carely;https://hh.ru/vacancy/51768885?query=data%20analyst
876;Стажер-аналитик в Data Science;-;Макдоналдс, Россия;https://hh.ru/vacancy/52009112?query=data%20analyst
877;Аналитик-исследователь в сфере инновационных технологий;75000–350000руб.;ГК-Консалт;https://hh.ru/vacancy/49749283?query=data%20analyst
878;Аналитик;-;ООО ИТФ КОНСАЛТИНГ;https://hh.ru/vacancy/51028070?query=data%20analyst
879;Junior Data Analyst;-;Schlumberger Telecommunications and Information Security Systems LLC. Офис;https://hh.ru/vacancy/51906932?query=data%20analyst
880;"Младший аналитик/ аналитик (направление ""Консалтинг"")";50000–60000руб.;Центр хранения и анализа больших данных;https://hh.ru/vacancy/50975679?query=data%20analyst
881;Data Аналитик (удаленная работа);-;«РОСБАНК, Societe Generale Group»;https://hh.ru/vacancy/51767648?query=data%20analyst
882;Начинающий аналитик;-;Компания ПЭК;https://hh.ru/vacancy/50944532?query=data%20analyst
883;Demand Planning Analyst (maternity leave position);180000–180000руб.;MATTEL;https://hh.ru/vacancy/48050832?query=data%20analyst
884;Data Scientist;-;МАГНИТ, Розничная сеть;https://hh.ru/vacancy/50939472?query=data%20analyst
885;Продуктовый аналитик-стажер;-;ПАО МТС Банк. Начало Карьеры;https://hh.ru/vacancy/51057308?query=data%20analyst
886;Удаленный стажер аналитик (computer vision, анализ данных, data science, data engineer, ml engineer);-;ООО МАЙНДСЭТ;https://hh.ru/vacancy/51004321?query=data%20analyst
887;Ведущий аналитик;-;Экспобанк;https://hh.ru/vacancy/51039721?query=data%20analyst
888;Retail Business-System Analyst;150000–200000руб.;HRS;https://hh.ru/vacancy/49959588?query=data%20analyst
889;Руководитель направления Data-quality;-;ГК АСНА;https://hh.ru/vacancy/52008883?query=data%20analyst
890;Financial Analyst / Финансовый аналитик;-;АО ТВК Авиапарк;https://hh.ru/vacancy/50757223?query=data%20analyst
891;Product Analyst Team Lead (Commercial Department);-;Skyeng;https://hh.ru/vacancy/51284179?query=data%20analyst
892;Аналитик данных (е-commerce);-;Комус;https://hh.ru/vacancy/52117264?query=data%20analyst
893;Руководитель практики Data Science консалтинга;-;ООО Гудфокаст;https://hh.ru/vacancy/51888396?query=data%20analyst
894;QA инженер в BigData;-;Самокат (ООО Умное пространство);https://hh.ru/vacancy/51324192?query=data%20analyst
895;Системный аналитик;-;Леруа Мерлен. Центральный офис;https://hh.ru/vacancy/51707215?query=data%20analyst
896;Ведущий аналитик;150000–220000руб.;ООО Талала;https://hh.ru/vacancy/49314760?query=data%20analyst
897;Middle Data Engineer (GameDev);от180000руб.;AppQuantum;https://hh.ru/vacancy/51062911?query=data%20analyst
898;Проджект-менеджер / Системный аналитик в ИТ-продукт;-;ООО БСТ Менеджмент-Консалтинг;https://hh.ru/vacancy/52116434?query=data%20analyst
899;Руководитель направления исследований и аналитики (Big Data);-;Платформа ОФД;https://hh.ru/vacancy/51897480?query=data%20analyst
900;Аналитик по отчетности BI;-;ПОЛЕ.РФ;https://hh.ru/vacancy/52121316?query=data%20analyst
901;Разработчик Qlik Sense;-;Билайн;https://hh.ru/vacancy/49864455?query=data%20analyst
902;Менеджер по аналитике;-;Билайн;https://hh.ru/vacancy/51867844?query=data%20analyst
